Transaction_ID,Items,Item_Count
7542,"sausage, pork, citrus fruit, root vegetables",4
7543,margarine,1
7544,"grapes, other vegetables, whole milk, butter",4
7545,canned beer,1
7546,bottled beer,1
7547,"hamburger meat, pip fruit, other vegetables, whole milk",4
7548,shopping bags,1
7549,"citrus fruit, tropical fruit, grapes, root vegetables",4
7550,"root vegetables, domestic eggs, white bread",3
7551,"berries, whole milk, yogurt, sugar",4
7552,"whole milk, butter, curd, whipped/sour cream",4
7553,"frankfurter, pork, beef, tropical fruit",4
7554,"other vegetables, whole milk, pastry, margarine",4
7555,"cream cheese, rolls/buns, brown bread",3
7556,"citrus fruit, yogurt, rolls/buns, pastry",4
7557,"tropical fruit, other vegetables, whole milk, pastry",4
7558,"other vegetables, rolls/buns",2
7559,"brown bread, sugar, canned fish, coffee",4
7560,specialty bar,1
7561,"processed cheese, rolls/buns, specialty chocolate",3
7562,"chicken, pork, frozen vegetables, margarine",4
7563,"sausage, sliced cheese, rolls/buns, fruit/vegetable juice",4
7564,"sausage, rolls/buns, canned beer",3
7565,"chicken, other vegetables, chewing gum, shopping bags",4
7566,"cream cheese, processed cheese, specialty bar",3
7567,"other vegetables, whole milk, chocolate",3
7568,"pastry, canned beer",2
7569,soda,1
7570,"citrus fruit, other vegetables, whole milk, soda",4
7571,"whole milk, cream cheese, chewing gum",3
7572,"curd, fruit/vegetable juice, specialty chocolate",3
7573,other vegetables,1
7574,"sausage, chicken, berries, root vegetables",4
7575,"beef, whole milk, sliced cheese",3
7576,"yogurt, rolls/buns",2
7577,"finished products, butter, curd, soda",4
7578,"grapes, fruit/vegetable juice, red/blush wine, long life bakery product",4
7579,"frozen vegetables, flour, bottled beer, liquor (appetizer)",4
7580,"sausage, tropical fruit, pip fruit, spices",4
7581,"pork, citrus fruit, other vegetables, whole milk",4
7582,UHT-milk,1
7583,mayonnaise,1
7584,"tropical fruit, whole milk, pickled vegetables, soda",4
7585,"turkey, seasonal products",2
7586,"sausage, hard cheese, pastry",3
7587,"rolls/buns, brown bread, specialty bar",3
7588,"soda, bottled beer, liquor, red/blush wine",4
7589,roll products,1
7590,soda,1
7591,"sausage, pip fruit, root vegetables, whole milk",4
7592,"other vegetables, whole milk, brown bread, margarine",4
7593,"sausage, rolls/buns, red/blush wine, shopping bags",4
7594,"other vegetables, whole milk, curd, whipped/sour cream",4
7595,"yogurt, domestic eggs, rolls/buns",3
7596,"meat, root vegetables, whole milk, curd",4
7597,"frankfurter, pork, other vegetables, brown bread",4
7598,"other vegetables, whole milk, frozen meals, pastry",4
7599,"berries, yogurt, shopping bags",3
7600,rolls/buns,1
7601,beverages,1
7602,flour,1
7603,"frankfurter, ham, whole milk, cream cheese",4
7604,"UHT-milk, rolls/buns",2
7605,"citrus fruit, tropical fruit, onions, other vegetables",4
7606,"other vegetables, butter, bottled water, detergent",4
7607,"whole milk, frozen meals, mustard, canned fish",4
7608,bottled beer,1
7609,"onions, brown bread",2
7610,"whole milk, curd, yogurt, artif. sweetener",4
7611,cookware,1
7612,"beef, citrus fruit, other vegetables",3
7613,"chicken, grapes",2
7614,"sausage, berries, whipped/sour cream, shopping bags",4
7615,"baking powder, coffee, canned beer",3
7616,rolls/buns,1
7617,long life bakery product,1
7618,cookware,1
7619,"pip fruit, grapes, yogurt, hard cheese",4
7620,"citrus fruit, frozen meals, canned beer, red/blush wine",4
7621,"hamburger meat, pickled vegetables, hygiene articles",3
7622,"chicken, root vegetables",2
7623,"beef, instant coffee",2
7624,soda,1
7625,"ham, berries, onions, whole milk",4
7626,"citrus fruit, root vegetables, rolls/buns",3
7627,hygiene articles,1
7628,"citrus fruit, tropical fruit, dessert, fruit/vegetable juice",4
7629,"bottled beer, light bulbs",2
7630,photo/film,1
7631,soda,1
7632,"sausage, rolls/buns, soda, chocolate",4
7633,whole milk,1
7634,"citrus fruit, yogurt, soda",3
7635,"cat food, soda, candy",3
7636,"rolls/buns, pastry, candy",3
7637,"cake bar, specialty chocolate",2
7638,"yogurt, long life bakery product",2
7639,"frankfurter, pork, tropical fruit, pip fruit",4
7640,"sausage, ham, citrus fruit, root vegetables",4
7641,"frozen meals, specialty bar",2
7642,whole milk,1
7643,"sausage, tropical fruit, berries, yogurt",4
7644,"pork, packaged fruit/vegetables, ice cream, oil",4
7645,"root vegetables, other vegetables, canned fish, shopping bags",4
7646,waffles,1
7647,"berries, root vegetables, whole milk, butter",4
7648,"hamburger meat, frozen meals, red/blush wine",3
7649,waffles,1
7650,"chicken, frozen vegetables, soda, canned beer",4
7651,"chicken, tropical fruit, root vegetables, whole milk",4
7652,"frankfurter, whole milk, dessert, white bread",4
7653,cooking chocolate,1
7654,"pork, canned beer",2
7655,"root vegetables, whole milk, rolls/buns, zwieback",4
7656,"cream cheese, brown bread",2
7657,chocolate,1
7658,"brown bread, hair spray",2
7659,"chicken, other vegetables, whole milk, curd",4
7660,"turkey, roll products, dishes",3
7661,"other vegetables, whole milk, cake bar, detergent",4
7662,grapes,1
7663,"frozen potato products, ketchup, chocolate, hygiene articles",4
7664,"dog food, pet care, shopping bags",3
7665,"hamburger meat, whole milk, butter, UHT-milk",4
7666,"tropical fruit, bottled beer",2
7667,citrus fruit,1
7668,"sausage, whole milk, curd, cat food",4
7669,"pip fruit, yogurt, brown bread",3
7670,"tropical fruit, curd, yogurt, whipped/sour cream",4
7671,"frankfurter, frozen potato products, rolls/buns, specialty fat",4
7672,sausage,1
7673,baking powder,1
7674,bottled water,1
7675,root vegetables,1
7676,bottled beer,1
7677,zwieback,1
7678,"root vegetables, sliced cheese",2
7679,"sausage, rolls/buns, fruit/vegetable juice, cake bar",4
7680,"condensed milk, coffee, shopping bags",3
7681,"citrus fruit, other vegetables, beverages, snack products",4
7682,"other vegetables, hard cheese, frozen vegetables, fruit/vegetable juice",4
7683,pet care,1
7684,"yogurt, canned beer",2
7685,"pip fruit, condensed milk, bottled beer, red/blush wine",4
7686,"whole milk, brown bread, soda, bottled beer",4
7687,"other vegetables, ice cream",2
7688,"meat, ice cream, rolls/buns, soda",4
7689,whole milk,1
7690,"rolls/buns, dishes",2
7691,"ham, root vegetables, butter, UHT-milk",4
7692,"honey, flower (seeds)",2
7693,"chicken, citrus fruit, cat food, white wine",4
7694,white wine,1
7695,"semi-finished bread, bottled beer, red/blush wine",3
7696,"frankfurter, pork, whole milk, yogurt",4
7697,"other vegetables, curd, whipped/sour cream, pastry",4
7698,"whole milk, pasta, long life bakery product, chocolate",4
7699,sausage,1
7700,"tropical fruit, root vegetables, whole milk, hard cheese",4
7701,"other vegetables, whole milk, soda",3
7702,"soda, bottled beer",2
7703,specialty bar,1
7704,"pork, berries, whole milk, butter",4
7705,"butter, sliced cheese, frozen dessert, rolls/buns",4
7706,"yogurt, napkins",2
7707,"tropical fruit, pip fruit, grapes",3
7708,bottled beer,1
7709,"sausage, pip fruit, berries, whole milk",4
7710,"grapes, hard cheese",2
7711,"pork, beef, whole milk, frozen vegetables",4
7712,citrus fruit,1
7713,"yogurt, liquor (appetizer), nut snack, long life bakery product",4
7714,"brandy, liquor, liquor (appetizer), long life bakery product",4
7715,"turkey, frozen potato products, soda",3
7716,"whole milk, cake bar",2
7717,"finished products, grapes, other vegetables, curd",4
7718,"onions, other vegetables, soft cheese, hard cheese",4
7719,"yogurt, specialty chocolate",2
7720,"curd, seasonal products, female sanitary products",3
7721,"beef, root vegetables, onions, herbs",4
7722,misc. beverages,1
7723,"sausage, whole milk, curd, bottled beer",4
7724,"citrus fruit, whipped/sour cream, brown bread, bottled water",4
7725,"chicken, pork, herbs, other vegetables",4
7726,"other vegetables, butter milk, bottled water, bottled beer",4
7727,ice cream,1
7728,"sausage, chicken, grapes, whole milk",4
7729,"tropical fruit, whole milk, salty snack, kitchen towels",4
7730,"pip fruit, butter, soft cheese, white bread",4
7731,"grapes, brown bread",2
7732,"berries, whole milk",2
7733,bottled water,1
7734,"pork, tropical fruit, nuts/prunes, rolls/buns",4
7735,"pork, tropical fruit, processed cheese, specialty vegetables",4
7736,"sausage, rolls/buns",2
7737,rolls/buns,1
7738,"whole milk, ice cream, soda",3
7739,"beef, citrus fruit, grapes, berries",4
7740,"beef, soft cheese, chewing gum",3
7741,"ham, tropical fruit, root vegetables, other vegetables",4
7742,"other vegetables, butter",2
7743,"hamburger meat, hard cheese, sauces, coffee",4
7744,"berries, whole milk, whipped/sour cream, pastry",4
7745,"sausage, processed cheese, white bread",3
7746,"citrus fruit, other vegetables, UHT-milk, domestic eggs",4
7747,"whole milk, curd, yogurt, whipped/sour cream",4
7748,citrus fruit,1
7749,"bottled water, long life bakery product",2
7750,"sausage, mayonnaise, rolls/buns, shopping bags",4
7751,"meat, other vegetables, whole milk, pastry",4
7752,"tropical fruit, coffee, candy, soap",4
7753,"pip fruit, whole milk, brown bread, fruit/vegetable juice",4
7754,"other vegetables, canned beer, shopping bags",3
7755,"berries, frozen vegetables, frozen meals",3
7756,"other vegetables, butter, beverages, soda",4
7757,"frankfurter, root vegetables, butter milk, canned fish",4
7758,"sausage, whole milk, domestic eggs, sugar",4
7759,"meat, hamburger meat, onions, other vegetables",4
7760,"yogurt, oil, pickled vegetables, fruit/vegetable juice",4
7761,"canned beer, cookware",2
7762,"whole milk, yogurt, cream cheese, frozen meals",4
7763,"sausage, other vegetables",2
7764,"frankfurter, other vegetables",2
7765,"frankfurter, citrus fruit, other vegetables, whole milk",4
7766,"sausage, citrus fruit, tropical fruit, root vegetables",4
7767,"citrus fruit, root vegetables, other vegetables, dessert",4
7768,"frozen meals, soda, napkins",3
7769,"sausage, citrus fruit, whole milk, sliced cheese",4
7770,"whole milk, brown bread, flower (seeds)",3
7771,"ham, whole milk, sliced cheese, spread cheese",4
7772,cling film/bags,1
7773,chicken,1
7774,red/blush wine,1
7775,"chicken, grapes, whole milk, yogurt",4
7776,"hamburger meat, root vegetables, other vegetables, dessert",4
7777,"bottled water, soda",2
7778,"curd, whipped/sour cream",2
7779,"frankfurter, rolls/buns, ketchup, soda",4
7780,"turkey, whole milk, liquor (appetizer), shopping bags",4
7781,"tropical fruit, whole milk, rolls/buns, prosecco",4
7782,"other vegetables, yogurt, whipped/sour cream, brown bread",4
7783,"pip fruit, bottled water, candy",3
7784,"meat, rolls/buns, soda, bottled beer",4
7785,"sausage, beef, root vegetables, other vegetables",4
7786,"mayonnaise, white wine, shopping bags",3
7787,"soda, specialty chocolate, male cosmetics, shopping bags",4
7788,pork,1
7789,rolls/buns,1
7790,soda,1
7791,"whole milk, rolls/buns",2
7792,berries,1
7793,ham,1
7794,"rolls/buns, liquor",2
7795,"rolls/buns, canned beer",2
7796,"onions, whole milk, yogurt, rolls/buns",4
7797,"whole milk, yogurt, domestic eggs, baking powder",4
7798,"yogurt, condensed milk, sliced cheese, rolls/buns",4
7799,rolls/buns,1
7800,whole milk,1
7801,rolls/buns,1
7802,"rolls/buns, bottled beer",2
7803,"pip fruit, berries, other vegetables, butter",4
7804,"frankfurter, whipped/sour cream, sugar, fruit/vegetable juice",4
7805,"turkey, grapes, other vegetables, hard cheese",4
7806,"onions, other vegetables, roll products, bottled beer",4
7807,"beef, pip fruit, other vegetables, whole milk",4
7808,"sausage, citrus fruit, berries, whipped/sour cream",4
7809,"other vegetables, soft cheese, soda, bottled beer",4
7810,"chicken, tropical fruit, berries, whole milk",4
7811,"sausage, pork, beef, pip fruit",4
7812,"tropical fruit, pip fruit, whole milk, rolls/buns",4
7813,"tropical fruit, root vegetables, butter, pasta",4
7814,"pip fruit, UHT-milk, curd cheese, coffee",4
7815,"yogurt, soda",2
7816,"tropical fruit, root vegetables, whole milk, butter",4
7817,"soda, canned beer",2
7818,"rolls/buns, soda",2
7819,condensed milk,1
7820,"domestic eggs, pastry, margarine, cooking chocolate",4
7821,candles,1
7822,"butter milk, brown bread, pastry",3
7823,"whole milk, curd, semi-finished bread",3
7824,"beef, herbs, whole milk, pickled vegetables",4
7825,"meat, beef, berries, other vegetables",4
7826,"citrus fruit, whole milk, domestic eggs",3
7827,"beef, hamburger meat, tropical fruit, pip fruit",4
7828,"UHT-milk, sugar, soda",3
7829,"berries, whole milk, flour, baking powder",4
7830,rolls/buns,1
7831,"whole milk, butter milk, yogurt, beverages",4
7832,"pork, whole milk",2
7833,candles,1
7834,"pork, other vegetables, whipped/sour cream, rolls/buns",4
7835,"salt, detergent",2
7836,"citrus fruit, tropical fruit, whole milk, frozen meals",4
7837,"other vegetables, whole milk, frozen vegetables",3
7838,pastry,1
7839,waffles,1
7840,"curd, rolls/buns, pastry",3
7841,"whole milk, rolls/buns, oil, detergent",4
7842,"sausage, root vegetables, other vegetables, frozen vegetables",4
7843,"soda, fruit/vegetable juice, long life bakery product",3
7844,"ice cream, brown bread, pastry, napkins",4
7845,"tropical fruit, whole milk, butter milk, brown bread",4
7846,"ham, pip fruit, root vegetables, other vegetables",4
7847,"meat, tropical fruit, rolls/buns, instant coffee",4
7848,"berries, yogurt, domestic eggs, rolls/buns",4
7849,"other vegetables, whole milk, rolls/buns, long life bakery product",4
7850,"beef, white bread",2
7851,bottled beer,1
7852,"butter, pastry, cat food, canned beer",4
7853,"whole milk, rolls/buns, white bread, soap",4
7854,"citrus fruit, whole milk, snack products",3
7855,"frankfurter, tropical fruit, whole milk",3
7856,"sausage, chicken, tropical fruit, onions",4
7857,hygiene articles,1
7858,"frankfurter, sausage, beef, citrus fruit",4
7859,shopping bags,1
7860,"beef, margarine",2
7861,canned beer,1
7862,"frankfurter, pork, dessert, UHT-milk",4
7863,"frankfurter, beef, berries, other vegetables",4
7864,"whole milk, specialty bar",2
7865,"beef, other vegetables, rolls/buns, pastry",4
7866,canned beer,1
7867,canned beer,1
7868,"whole milk, pastry, cocoa drinks, newspapers",4
7869,"whole milk, instant coffee, bottled beer",3
7870,"ham, whipped/sour cream, frozen vegetables, rolls/buns",4
7871,brandy,1
7872,"frankfurter, grapes, yogurt, coffee",4
7873,"root vegetables, other vegetables, whole milk, butter milk",4
7874,hygiene articles,1
7875,"hamburger meat, packaged fruit/vegetables, whole milk, whipped/sour cream",4
7876,"sausage, red/blush wine, newspapers",3
7877,"meat, whole milk, curd, sliced cheese",4
7878,"tropical fruit, whole milk, beverages, processed cheese",4
7879,"root vegetables, onions, other vegetables, whole milk",4
7880,"pip fruit, coffee",2
7881,yogurt,1
7882,"root vegetables, whole milk, curd, yogurt",4
7883,canned beer,1
7884,"pork, other vegetables, whole milk, cereals",4
7885,"root vegetables, yogurt, brown bread, shopping bags",4
7886,"sausage, packaged fruit/vegetables, UHT-milk, pastry",4
7887,chocolate,1
7888,"citrus fruit, whole milk, soft cheese, sliced cheese",4
7889,"chicken, pastry",2
7890,"whole milk, bottled water, bottled beer",3
7891,packaged fruit/vegetables,1
7892,"whole milk, dessert",2
7893,"beef, sugar, canned beer",3
7894,"ham, tropical fruit",2
7895,newspapers,1
7896,"frankfurter, processed cheese, domestic eggs, white bread",4
7897,"whole milk, semi-finished bread, coffee, canned beer",4
7898,"sausage, pip fruit, whole milk, curd",4
7899,"domestic eggs, rolls/buns, coffee, canned beer",4
7900,dishes,1
7901,"pork, beef, onions, yogurt",4
7902,"tropical fruit, whole milk, cream cheese, oil",4
7903,"yogurt, syrup, chewing gum, newspapers",4
7904,"hamburger meat, root vegetables, whole milk, whipped/sour cream",4
7905,canned beer,1
7906,"pet care, soda, chocolate, candy",4
7907,"beef, berries, yogurt, whipped/sour cream",4
7908,"chicken, root vegetables, yogurt, cream cheese",4
7909,"yogurt, frozen vegetables, shopping bags",3
7910,sugar,1
7911,newspapers,1
7912,"hard cheese, frozen meals",2
7913,"beef, root vegetables, bottled water",3
7914,"beverages, domestic eggs, misc. beverages",3
7915,"beef, whole milk, rolls/buns, pastry",4
7916,rolls/buns,1
7917,"whole milk, yogurt, baking powder, detergent",4
7918,chicken,1
7919,"sausage, hamburger meat, root vegetables, whole milk",4
7920,"citrus fruit, grapes",2
7921,"red/blush wine, sparkling wine",2
7922,whole milk,1
7923,"pip fruit, other vegetables, canned beer",3
7924,"turkey, tropical fruit, root vegetables, whole milk",4
7925,"frankfurter, margarine, bottled water, red/blush wine",4
7926,canned beer,1
7927,"pastry, soda, chocolate",3
7928,"bottled water, brandy, whisky",3
7929,"whole milk, hard cheese, brown bread, bottled beer",4
7930,"citrus fruit, yogurt, newspapers",3
7931,"whole milk, dessert, yogurt, canned fish",4
7932,"bottled beer, brandy, whisky, chocolate",4
7933,"liquor, salty snack, chocolate, specialty chocolate",4
7934,"curd, coffee, soda, bottled beer",4
7935,"other vegetables, whole milk, domestic eggs, margarine",4
7936,"nuts/prunes, soda, chocolate",3
7937,"other vegetables, ice cream, oil, liqueur",4
7938,"UHT-milk, bottled water, fruit/vegetable juice, canned beer",4
7939,"pork, frozen fish, domestic eggs, sugar",4
7940,"sausage, soft cheese, rolls/buns, canned beer",4
7941,beverages,1
7942,"pastry, soda, specialty bar",3
7943,"root vegetables, whole milk, yogurt, domestic eggs",4
7944,"root vegetables, spices, kitchen towels",3
7945,"beef, root vegetables, other vegetables, white bread",4
7946,bathroom cleaner,1
7947,"yogurt, UHT-milk, cream cheese, rolls/buns",4
7948,"frankfurter, whole milk, yogurt, frozen fish",4
7949,"curd cheese, frozen meals",2
7950,"whole milk, cream cheese, domestic eggs, margarine",4
7951,"grapes, dessert, yogurt, beverages",4
7952,"bottled water, bottled beer",2
7953,"butter milk, sliced cheese",2
7954,"sliced cheese, rolls/buns, specialty chocolate",3
7955,"fruit/vegetable juice, chocolate",2
7956,female sanitary products,1
7957,"rolls/buns, canned beer",2
7958,canned beer,1
7959,"pip fruit, butter milk, cream cheese, rolls/buns",4
7960,"pip fruit, butter, rolls/buns, chocolate",4
7961,"rolls/buns, brown bread",2
7962,beef,1
7963,"frozen fish, bottled beer",2
7964,"soda, specialty chocolate",2
7965,canned beer,1
7966,tropical fruit,1
7967,"packaged fruit/vegetables, canned fish",2
7968,rolls/buns,1
7969,canned beer,1
7970,"butter, domestic eggs, flour, soups",4
7971,"berries, soda, waffles",3
7972,"root vegetables, canned beer, candles, shopping bags",4
7973,"meat, brown bread, soda, misc. beverages",4
7974,brown bread,1
7975,"citrus fruit, yogurt, UHT-milk, pastry",4
7976,"whole milk, popcorn, specialty chocolate, specialty bar",4
7977,"soda, bottled beer, liquor, red/blush wine",4
7978,"root vegetables, other vegetables, packaged fruit/vegetables, rolls/buns",4
7979,"tropical fruit, soda",2
7980,"root vegetables, other vegetables, whole milk, butter",4
7981,"grapes, salty snack",2
7982,"margarine, long life bakery product",2
7983,"beef, frozen meals, dog food",3
7984,"yogurt, rolls/buns, vinegar, margarine",4
7985,"butter, pastry, long life bakery product, shopping bags",4
7986,"rolls/buns, bottled water, specialty chocolate",3
7987,"ham, other vegetables, hard cheese, pastry",4
7988,"frankfurter, whole milk, yogurt, rolls/buns",4
7989,"root vegetables, other vegetables, whole milk, processed cheese",4
7990,"brown bread, salty snack",2
7991,"hamburger meat, curd, hard cheese, flour",4
7992,"frankfurter, tropical fruit, berries, butter milk",4
7993,"beef, curd, frozen vegetables, frozen dessert",4
7994,"root vegetables, UHT-milk, ice cream, frozen potato products",4
7995,"butter milk, specialty bar, napkins",3
7996,"sausage, pork, tropical fruit, root vegetables",4
7997,"tropical fruit, pastry, soda, chocolate",4
7998,canned beer,1
7999,"sausage, whole milk, brown bread",3
8000,soda,1
8001,"tropical fruit, ketchup, shopping bags",3
8002,tropical fruit,1
8003,"whole milk, frozen meals, rolls/buns, pastry",4
8004,"meat, nuts/prunes, canned beer",3
8005,"beef, root vegetables, waffles, newspapers",4
8006,"chewing gum, seasonal products",2
8007,ice cream,1
8008,"other vegetables, soft cheese, specialty cheese, margarine",4
8009,frozen dessert,1
8010,"rolls/buns, bottled beer",2
8011,"tropical fruit, rolls/buns",2
8012,"sausage, rolls/buns, soda",3
8013,fruit/vegetable juice,1
8014,"whole milk, cocoa drinks, shopping bags",3
8015,"grapes, root vegetables, other vegetables, yogurt",4
8016,"rolls/buns, margarine",2
8017,"other vegetables, whole milk, yogurt, whipped/sour cream",4
8018,"ham, pork, citrus fruit, pip fruit",4
8019,"yogurt, dish cleaner, candles",3
8020,"sausage, whole milk, margarine, waffles",4
8021,cookware,1
8022,"pastry, chocolate, chocolate marshmallow",3
8023,"beverages, rolls/buns, fruit/vegetable juice",3
8024,bottled beer,1
8025,"tropical fruit, whole milk",2
8026,"tropical fruit, whole milk, yogurt, rolls/buns",4
8027,whole milk,1
8028,"pork, rolls/buns, margarine, canned beer",4
8029,canned beer,1
8030,"pork, frozen potato products, rolls/buns, pastry",4
8031,"ice cream, specialty bar",2
8032,ice cream,1
8033,"packaged fruit/vegetables, whipped/sour cream",2
8034,"frankfurter, UHT-milk, hard cheese, spread cheese",4
8035,"yogurt, rolls/buns, specialty bar",3
8036,"pork, pip fruit, other vegetables, yogurt",4
8037,"tropical fruit, pastry, fruit/vegetable juice",3
8038,"spread cheese, brown bread, canned beer, red/blush wine",4
8039,pastry,1
8040,"other vegetables, yogurt, whipped/sour cream, mayonnaise",4
8041,"citrus fruit, pastry",2
8042,"frankfurter, tropical fruit, pip fruit, sliced cheese",4
8043,"chicken, tropical fruit, onions, other vegetables",4
8044,"sausage, ham, rolls/buns, soda",4
8045,"frankfurter, root vegetables, frozen vegetables, white bread",4
8046,"whole milk, pastry, semi-finished bread",3
8047,"frankfurter, sausage, chicken, citrus fruit",4
8048,"soda, bottled beer, shopping bags",3
8049,"sausage, white bread, coffee, soda",4
8050,"whole milk, specialty chocolate",2
8051,"whole milk, dog food, cat food, soda",4
8052,"brown bread, sparkling wine",2
8053,UHT-milk,1
8054,"hamburger meat, other vegetables, napkins",3
8055,"other vegetables, condensed milk, soda, newspapers",4
8056,"whole milk, coffee, chocolate, shopping bags",4
8057,"canned beer, waffles, chocolate",3
8058,canned beer,1
8059,"male cosmetics, napkins",2
8060,bottled beer,1
8061,newspapers,1
8062,whole milk,1
8063,"yogurt, canned beer",2
8064,frozen meals,1
8065,other vegetables,1
8066,whole milk,1
8067,"other vegetables, whole milk, whipped/sour cream, coffee",4
8068,soda,1
8069,"curd, dessert, rolls/buns, seasonal products",4
8070,"whole milk, ice cream, prosecco",3
8071,"bottled water, canned beer, white wine, specialty bar",4
8072,"citrus fruit, prosecco, specialty bar, shopping bags",4
8073,domestic eggs,1
8074,newspapers,1
8075,"hamburger meat, berries, dessert, whipped/sour cream",4
8076,detergent,1
8077,cookware,1
8078,"pork, root vegetables, herbs, whole milk",4
8079,canned beer,1
8080,"sausage, tropical fruit, cream cheese, pastry",4
8081,"soft cheese, frozen meals, domestic eggs, rolls/buns",4
8082,canned fruit,1
8083,"frankfurter, ham, meat, pip fruit",4
8084,"frankfurter, whole milk, rolls/buns, cling film/bags",4
8085,"berries, yogurt, specialty cheese",3
8086,ice cream,1
8087,"sausage, meat",2
8088,"whole milk, yogurt, roll products",3
8089,UHT-milk,1
8090,whole milk,1
8091,"meat, frozen vegetables, soda",3
8092,"beef, citrus fruit, tropical fruit, root vegetables",4
8093,"yogurt, salt, coffee, specialty bar",4
8094,"canned beer, shopping bags",2
8095,"grapes, chocolate",2
8096,whole milk,1
8097,"whole milk, domestic eggs",2
8098,canned beer,1
8099,"tropical fruit, pip fruit",2
8100,"onions, oil, dog food, bottled water",4
8101,"whole milk, butter milk, cream cheese, fruit/vegetable juice",4
8102,"chicken, butter",2
8103,"other vegetables, roll products",2
8104,"citrus fruit, hard cheese",2
8105,white wine,1
8106,"pork, citrus fruit, tropical fruit, grapes",4
8107,whole milk,1
8108,"candy, hygiene articles",2
8109,"chicken, soda, liquor (appetizer), newspapers",4
8110,"citrus fruit, butter milk, white bread, canned fish",4
8111,"grapes, rolls/buns, long life bakery product, candy",4
8112,rolls/buns,1
8113,"hamburger meat, tropical fruit, onions, canned vegetables",4
8114,other vegetables,1
8115,candy,1
8116,"sausage, other vegetables, beverages, rolls/buns",4
8117,"pork, onions, yogurt",3
8118,"onions, other vegetables, whole milk, yogurt",4
8119,"beef, citrus fruit, grapes, root vegetables",4
8120,"yogurt, bottled water, white wine",3
8121,sparkling wine,1
8122,citrus fruit,1
8123,semi-finished bread,1
8124,soda,1
8125,"frankfurter, citrus fruit, other vegetables, UHT-milk",4
8126,"white bread, specialty bar",2
8127,white wine,1
8128,"fish, citrus fruit, tropical fruit, other vegetables",4
8129,ham,1
8130,"beverages, rolls/buns, bottled water",3
8131,"soda, specialty chocolate, shopping bags",3
8132,"sliced cheese, canned beer",2
8133,"tropical fruit, waffles, newspapers",3
8134,"rolls/buns, soda",2
8135,waffles,1
8136,bottled beer,1
8137,"hamburger meat, soft cheese, hard cheese, baking powder",4
8138,"other vegetables, frozen meals, soda",3
8139,"root vegetables, yogurt, UHT-milk, rolls/buns",4
8140,"whole milk, napkins",2
8141,"bottled beer, seasonal products",2
8142,"sausage, curd",2
8143,"sausage, chicken, other vegetables, soft cheese",4
8144,whole milk,1
8145,"artif. sweetener, coffee",2
8146,"finished products, other vegetables, pet care, misc. beverages",4
8147,dog food,1
8148,"ham, tropical fruit, pip fruit, other vegetables",4
8149,"bottled beer, liquor, red/blush wine, waffles",4
8150,"ice cream, domestic eggs, rolls/buns, bottled water",4
8151,"coffee, syrup",2
8152,"beef, spread cheese, rolls/buns, white wine",4
8153,frozen fish,1
8154,bottled beer,1
8155,"onions, fruit/vegetable juice",2
8156,"chicken, bottled beer",2
8157,"beef, other vegetables, whole milk, ice cream",4
8158,"meat, other vegetables, dessert, yogurt",4
8159,"chewing gum, napkins",2
8160,"rolls/buns, dishes",2
8161,"frankfurter, sausage, other vegetables, yogurt",4
8162,"whole milk, frozen vegetables",2
8163,"canned beer, specialty bar",2
8164,"canned beer, red/blush wine",2
8165,specialty chocolate,1
8166,"UHT-milk, specialty bar",2
8167,"beverages, cream cheese",2
8168,soda,1
8169,"root vegetables, whole milk, long life bakery product, cling film/bags",4
8170,"sausage, rolls/buns, coffee",3
8171,rolls/buns,1
8172,"tropical fruit, yogurt, bottled water, specialty chocolate",4
8173,"citrus fruit, grapes, onions, other vegetables",4
8174,salty snack,1
8175,"other vegetables, rice, coffee, specialty chocolate",4
8176,canned beer,1
8177,chocolate,1
8178,"onions, whipped/sour cream, newspapers",3
8179,male cosmetics,1
8180,"chicken, frozen vegetables, chocolate, chocolate marshmallow",4
8181,"whole milk, soda, fruit/vegetable juice, shopping bags",4
8182,white bread,1
8183,"pork, other vegetables, whipped/sour cream, frozen vegetables",4
8184,"meat, whole milk, domestic eggs, pastry",4
8185,"other vegetables, condensed milk, soda, misc. beverages",4
8186,"whole milk, frozen meals, white bread, bottled water",4
8187,"beef, root vegetables, other vegetables, bottled water",4
8188,"frankfurter, sausage, yogurt, white bread",4
8189,"sausage, ham, curd, soda",4
8190,"pastry, bottled beer",2
8191,napkins,1
8192,"canned fish, canned beer, chocolate",3
8193,bottled beer,1
8194,"citrus fruit, tropical fruit, brown bread, sauces",4
8195,"whole milk, brown bread, salt, sugar",4
8196,"whole milk, butter",2
8197,"frankfurter, onions, butter milk, spices",4
8198,"tropical fruit, grapes, frozen meals, brown bread",4
8199,coffee,1
8200,"herbs, butter, chocolate",3
8201,"sausage, root vegetables, specialty bar, seasonal products",4
8202,"root vegetables, herbs, whole milk, curd",4
8203,"curd, yogurt, white bread, brown bread",4
8204,"dessert, misc. beverages, fruit/vegetable juice, popcorn",4
8205,"tropical fruit, pip fruit, whole milk, rolls/buns",4
8206,pastry,1
8207,"rolls/buns, soda, female sanitary products",3
8208,"rolls/buns, bottled beer",2
8209,"hamburger meat, other vegetables, curd, rolls/buns",4
8210,pastry,1
8211,pip fruit,1
8212,"bottled water, bottled beer, white wine",3
8213,"cream cheese, brown bread, meat spreads, soda",4
8214,"root vegetables, yogurt, soda, popcorn",4
